celula_i,celula_j,tau_b,p_nao_corrigido
az-flat-alta,hetcap-az-realjun-folgada,0.6357639532057509,0.007432770429930747
az-flat-alta,net100-az-anticorr-folgada,0.6038810848771178,0.01151197352047887
az-flat-alta,net100-az-realjun-alta,0.6357639532057509,0.007432770429930747
az-flat-alta,net100-az-realjun-folgada,0.7171087882915773,0.002695111117322818
az-flat-alta,net100-go-realjun-folgada,0.6038810848771178,0.01151197352047887
az-flat-alta,pue-az-realjun-folgada,0.6793662204867575,0.004474629307395965
az-flat-alta,pue-go-realjun-folgada,0.6038810848771178,0.01151197352047887
az-flat-folgada,az-realjan-alta,0.2991830368027063,0.20778723575142055
az-flat-folgada,az-realjan-folgada,0.3774256780481986,0.11428427973493568
az-flat-folgada,az-realjun-alta,0.2991830368027063,0.20778723575142055
az-flat-folgada,az-realjun-folgada,0.3774256780481986,0.11428427973493568
az-flat-folgada,geo3-az-realjun-folgada,0.6731618328060892,0.004593123212126663
az-flat-folgada,geo3-go-realjun-folgada,0.11219363880101486,0.6366573664363878
az-flat-folgada,go-anticorr-alta,0.14959151840135315,0.5288014592987296
az-flat-folgada,go-anticorr-folgada,0.4151682458530184,0.08236098834907706
az-flat-folgada,go-em2021-alta,0.22438727760202973,0.3447839777847522
az-flat-folgada,go-em2021-folgada,0.14959151840135315,0.5288014592987296
az-flat-folgada,go-flat-alta,0.3846153846153847,0.11139608921819043
az-flat-folgada,go-flat-folgada,0.576923076923077,0.016943845214282563
az-flat-folgada,go-realjan-alta,0.2991830368027063,0.20778723575142055
az-flat-folgada,go-realjan-folgada,0.33968311024337877,0.15522863417295543
az-flat-folgada,go-realjun-alta,0.2991830368027063,0.20778723575142055
az-flat-folgada,go-realjun-folgada,0.33968311024337877,0.15522863417295543
az-flat-folgada,hetcap-az-anticorr-folgada,0.4151682458530184,0.08236098834907706
az-flat-folgada,hetcap-az-realjun-folgada,0.2991830368027063,0.20778723575142055
az-flat-folgada,net100-az-anticorr-folgada,0.264197974633739,0.26896116512556245
az-flat-folgada,net100-az-realjun-alta,0.3739787960033829,0.11535073302213321
az-flat-folgada,net100-az-realjun-folgada,0.3774256780481986,0.11428427973493568
